fecha,Visitantes totales
2016-10-25,51696
2016-10-26,52051
2016-10-27,43338
2016-10-28,41432
2016-10-29,25386
2016-10-30,17658
2016-10-31,34299
2016-11-01,12468
2016-11-02,34932
2016-11-03,33401
2016-11-04,33258
2016-11-05,17567
2016-11-06,11415
2016-11-07,31672
2016-11-08,30636
2016-11-09,31683
2016-11-10,31255
2016-11-11,31518
2016-11-12,16723
2016-11-13,10298
2016-11-14,25583
2016-11-15,29412
2016-11-16,31558
2016-11-17,36736
2016-11-18,30576
2016-11-19,14785
2016-11-20,10280
2016-11-21,28103
2016-11-22,28595
2016-11-23,27929
2016-11-24,29145
2016-11-25,30773
2016-11-26,14941
2016-11-27,9729
2016-11-28,24917
2016-11-29,28318
2016-11-30,28141
2016-12-01,28682
2016-12-02,28593
2016-12-03,15461
2016-12-04,9688
2016-12-05,26577
2016-12-06,9438
2016-12-07,27886
2016-12-08,11387
2016-12-09,27390
2016-12-10,15145
2016-12-11,9176
2016-12-12,28135
2016-12-13,27593
2016-12-14,28261
2016-12-15,28003
2016-12-16,26945
2016-12-17,14147
2016-12-18,7809
2016-12-19,20645
2016-12-20,22454
2016-12-21,24192
2016-12-22,26006
2016-12-23,23735
2016-12-24,10724
2016-12-25,3956
2016-12-26,9057
2016-12-27,23928
2016-12-28,23960
2016-12-29,24279
2016-12-30,22763
2016-12-31,5346
